,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
2593,U001,200759082,INGL foundation,2020-03-31 15:12:44.296875000,2020.0,1930670691.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,63801.31,66,,,,19,3,2020,3,4,2020,19,3,2020,19,1330,
2594,CA02,140106408,WAL-M trust,2020-04-11 19:06:23.625000000,2020.0,2960622731.0,2020-03-20 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,CA10,62138.972,66,,,,20,3,2020,30,3,2020,20,3,2020,4,3005,0-15
2595,U001,200803720,DEC us,2020-04-02 11:24:38.875000000,2020.0,1930699608.0,2020-03-25 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,8584.44,66,,,,25,3,2020,8,4,2020,16,3,2020,37,723,
2596,U001,200726979,BJ'S  corporation,2020-03-20 00:17:51.875000000,2020.0,1930624787.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,257.54,66,,,,10,3,2020,25,3,2020,10,3,2020,19,315,
2597,U001,200777735,NASH  trust,2020-05-30 21:29:28.375000000,2020.0,1930747459.0,2020-04-03 00:00:00.000000000,2020-06-07 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAGD,852.16,66,,,,3,4,2020,7,6,2020,3,4,2020,32,1957,
2598,U001,200806580,BE corp,2020-03-27 11:19:03.187500000,2020.0,1930608312.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,5211.6,66,,,,6,3,2020,21,3,2020,6,3,2020,19,2936,0-15
2599,CA02,2001,KRAFT  ,2020-05-01 02:59:38.812500000,2020.0,2960621969.0,2020-03-19 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAG2,21270.48,66,,,,19,3,2020,24,4,2020,20,3,2020,31,1508,0-15
2600,U001,200769623,WAL-MAR corporation,2020-04-11 18:32:40.968750000,2020.0,1930705142.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,42551.13,66,,,,25,3,2020,9,4,2020,25,3,2020,33,3011,0-15
2601,U001,200014556,ALBER corporation,2020-05-12 05:28:11.312500000,2020.0,1930566741.0,2020-02-27 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAGD,15651.65,66,,,,27,2,2020,2,5,2020,27,2,2020,32,66,0-15
2602,U001,200769623,WAL-MAR corp,2020-03-21 15:16:02.000000000,2020.0,1930584017.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAH4,10279.16,66,,,,2,3,2020,17,3,2020,2,3,2020,33,3010,0-15
2603,U001,200769623,WAL-MAR foundation,2020-04-02 13:30:55.156250000,2020.0,1930652473.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,9577.27,66,,,,14,3,2020,29,3,2020,14,3,2020,33,3012,0-15
2604,U001,200772670,ASSOCIAT corp,2020-05-05 14:16:11.722656250,2020.0,1930804068.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAU5,1455.45,66,,,,20,4,2020,5,5,2020,20,4,2020,47,176,0-15
2605,CA02,140104440,SO systems,2020-03-19 01:39:22.562500000,2020.0,2960618933.0,2020-03-06 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-06 00:00:00.000000000,CA10,52006.486,66,,,,6,3,2020,16,3,2020,6,3,2020,4,2571,0-15
2606,U001,200794332,COST llc,2020-03-24 01:27:30.437500000,2020.0,1930631983.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAAX,17313.65,66,,,,11,3,2020,26,3,2020,11,3,2020,21,622,
2607,U001,200803720,DEC foundation,2020-05-18 06:27:23.937500000,2020.0,1930863123.0,2020-05-06 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,10021.56,66,,,,6,5,2020,24,5,2020,1,5,2020,37,718,
2608,U001,200726979,BJ'S  corp,2020-03-08 03:23:14.125000000,2020.0,1930577439.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,611.23,66,,,,27,2,2020,13,3,2020,27,2,2020,19,314,
2609,U001,200794332,COST ,2020-04-11 21:22:22.484375000,2020.0,1930719446.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAAX,32715.47,66,,,,30,3,2020,14,4,2020,30,3,2020,21,615,
2610,U001,200744019,TARG ,2020-05-12 09:57:57.109375000,2020.0,1930823285.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAA8,13874.87,66,,,,25,4,2020,10,5,2020,25,4,2020,19,2803,0-15
2611,U001,200762301,C&S WH ,2020-04-20 00:33:03.812500000,2020.0,1930752227.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAC6,22510.04,66,,,,7,4,2020,22,4,2020,7,4,2020,25,427,
2612,U001,200744019,TARG in,2020-05-12 14:48:33.703125000,2020.0,1930823263.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAA8,9535.88,66,,,,25,4,2020,10,5,2020,25,4,2020,19,2809,0-15
2613,U001,200769623,WAL-MAR us,2020-05-03 22:46:34.773437500,2020.0,1930798490.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAH4,50987.62,66,,,,18,4,2020,3,5,2020,18,4,2020,33,3017,0-15
2614,U001,200792734,MDV/ in,2020-04-02 16:15:58.343750000,2020.0,1930652317.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,194.25,66,,,,13,3,2020,28,3,2020,13,3,2020,19,1835,0-15
2615,U001,200769623,WAL-MAR corp,2020-04-17 17:57:48.890625000,2020.0,1930722805.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,20355.41,66,,,,31,3,2020,15,4,2020,31,3,2020,33,3010,0-15
2616,U001,200759878,SA llc,2020-04-04 22:30:43.875000000,2020.0,1930684474.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,21060.3,66,,,,22,3,2020,6,4,2020,22,3,2020,33,2399,
2617,U001,200794332,COST llc,2020-05-07 04:04:57.773437500,2020.0,1930810792.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAAX,14647.94,66,,,,23,4,2020,8,5,2020,23,4,2020,21,622,
2618,U001,200122006,LATIN llc,2020-03-31 03:54:28.312500000,2020.0,1930599336.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,1565.02,66,,,,10,3,2020,25,3,2020,10,3,2020,19,2936,0-15
2619,U001,200803720,DEC us,2020-04-02 02:19:32.750000000,2020.0,1930692427.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,2784.28,66,,,,24,3,2020,8,4,2020,16,3,2020,37,723,
2620,U001,200434439,BAUGH SU us,2020-05-11 04:03:34.570312500,2020.0,1930830059.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,103876.18,66,,,,27,4,2020,12,5,2020,27,4,2020,19,253,
2621,U001,200729290,KROGER associates,2020-04-05 20:02:27.906250000,2020.0,1930689660.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,102093.75,66,,,,23,3,2020,7,4,2020,23,3,2020,19,1571,
2622,U001,200769623,WAL-MAR ,2020-04-11 14:05:32.437500000,2020.0,1930699688.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,59140.25,66,,,,26,3,2020,10,4,2020,26,3,2020,33,3007,0-15
2623,U001,2013,KRAFT F foundation,2020-04-21 02:24:36.750000000,2020.0,1930609426.0,2020-03-09 00:00:00.000000000,2020-03-09 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAX2,4932.42,66,,,,9,3,2020,9,3,2020,9,3,2020,65,1524,31-45
2624,U001,200792293,UNIFIE ,2020-04-12 00:16:36.000000000,2020.0,1930643197.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,24186.82,66,,,,12,3,2020,27,3,2020,12,3,2020,19,2892,16-30
2625,U001,200744019,TARG co,2020-04-26 14:12:31.687500000,2020.0,1930772620.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,5206.28,66,,,,10,4,2020,25,4,2020,10,4,2020,19,2805,0-15
2626,U001,200769623,WAL-MAR ,2020-04-24 13:21:53.500000000,2020.0,1930749931.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,35996.23,66,,,,6,4,2020,21,4,2020,6,4,2020,33,3007,0-15
2627,U001,200759878,SA co,2020-03-29 03:30:27.179687500,2020.0,1930654302.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,25300.05,66,,,,15,3,2020,30,3,2020,15,3,2020,33,2394,
2628,U001,200592182,DECA trust,2020-04-17 08:18:03.625000000,2020.0,1930823634.0,2020-04-24 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM2,12856.16,66,,,,24,4,2020,26,4,2020,16,4,2020,35,733,
2629,U001,200706844,WINC foundation,2020-04-02 21:17:25.500000000,2020.0,1930633767.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,1445.54,66,,,,12,3,2020,27,3,2020,12,3,2020,19,3074,0-15
2630,U001,200759878,SA systems,2020-05-15 03:46:04.421875000,2020.0,1930851663.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,81846.74,66,,,,3,5,2020,18,5,2020,3,5,2020,33,2400,
2631,U001,200769623,WAL-MAR in,2020-05-23 17:42:49.187500000,2020.0,1930853883.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,15513.95,66,,,,4,5,2020,19,5,2020,4,5,2020,33,3013,0-15
2632,U001,200759878,SA llc,2020-04-09 22:30:43.875000000,2020.0,1930699102.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAH4,28260.58,66,,,,27,3,2020,11,4,2020,27,3,2020,33,2399,
2633,U001,200769623,WAL-MAR corp,2020-05-06 14:33:12.562500000,2020.0,1930797740.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAH4,5711.68,66,,,,17,4,2020,2,5,2020,17,4,2020,33,3010,0-15
2634,U001,200769623,WAL-MAR foundation,2020-04-21 22:32:34.281250000,2020.0,1930739609.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,1991.84,66,,,,3,4,2020,18,4,2020,3,4,2020,33,3012,0-15
2635,U001,200759878,SA ,2020-04-22 16:43:59.328125000,2020.0,1930772512.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,42621.76,66,,,,10,4,2020,25,4,2020,10,4,2020,33,2392,
2636,U001,200592182,DECA systems,2020-05-18 19:56:48.250000000,2020.0,1930882106.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,3709.82,66,,,,9,5,2020,24,5,2020,1,5,2020,37,732,
2637,U001,200982294,BUR corp,2020-03-25 07:16:30.453125000,2020.0,1930639510.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,80211.4,66,,,,12,3,2020,27,3,2020,12,3,2020,19,2936,
2638,U001,200769623,WAL-MAR foundation,2020-04-19 15:58:16.437500000,2020.0,1930723454.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,14175.37,66,,,,1,4,2020,16,4,2020,1,4,2020,33,3012,0-15
2639,U001,200759878,SA systems,2020-04-09 19:00:26.640625000,2020.0,1930684237.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,14703.97,66,,,,25,3,2020,9,4,2020,25,3,2020,33,2400,0-15
2640,U001,200707741,SMART &  systems,2020-03-28 14:24:39.750000000,2020.0,1930660778.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,97727.49,66,,,,17,3,2020,1,4,2020,17,3,2020,19,2538,
2641,U001,200769623,WAL-MAR in,2020-04-26 17:42:49.187500000,2020.0,1930750239.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAH4,12375.37,66,,,,7,4,2020,22,4,2020,7,4,2020,33,3013,0-15
2642,U001,200337148,COAS co,2020-04-14 10:42:34.949218750,2020.0,1930725765.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,41428.58,66,,,,31,3,2020,15,4,2020,31,3,2020,19,550,
2643,U001,200704858,WAKE llc,2020-05-12 10:26:58.375000000,2020.0,1930802320.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,13887.08,66,,,,20,4,2020,5,5,2020,20,4,2020,19,2983,0-15
2644,U001,200769623,WAL-MAR co,2020-03-17 15:44:13.859375000,2020.0,1930581354.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,23317.77,66,,,,29,2,2020,15,3,2020,29,2,2020,33,3009,0-15
2645,U001,200769623,WAL-MAR in,2020-04-16 21:03:39.140625000,2020.0,1930727987.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,45554.01,66,,,,1,4,2020,16,4,2020,1,4,2020,33,3013,0-15
2646,U001,200915438,GROC in,2020-04-02 06:31:59.875000000,2020.0,1930561888.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,9765.5,66,,,,28,2,2020,14,3,2020,28,2,2020,19,1151,16-30
2647,U001,200769623,WAL-MAR ,2020-04-17 11:47:00.343750000,2020.0,1930719256.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,22775.83,66,,,,30,3,2020,14,4,2020,30,3,2020,33,3007,0-15
2648,U001,200705742,DOT llc,2020-03-24 18:50:26.812500000,2020.0,1930582984.0,2020-02-28 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAAW,18724.89,66,,,,28,2,2020,2,4,2020,28,2,2020,20,841,
2649,U001,200769623,WAL-MAR us,2020-04-07 00:17:10.039062500,2020.0,1930677287.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,50134.93,66,,,,22,3,2020,6,4,2020,22,3,2020,33,3017,0-15
2650,U001,200418007,AM us,2020-04-19 09:55:24.875000000,2020.0,1930730367.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,2892.24,66,,,,6,4,2020,21,4,2020,6,4,2020,19,101,
2651,U001,200769623,WAL-MAR corporation,2020-04-09 05:06:26.468750000,2020.0,1930675954.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,1894.55,66,,,,21,3,2020,5,4,2020,21,3,2020,33,3011,0-15
2652,U001,200780825,SYSCO FO us,2020-04-30 08:18:29.343750000,2020.0,1930778306.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,11618.07,66,,,,13,4,2020,28,4,2020,13,4,2020,19,2764,0-15
2653,U001,200772595,SAFEW us,2020-03-25 20:21:04.875000000,2020.0,1930637529.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,21340.79,66,,,,12,3,2020,27,3,2020,12,3,2020,19,2414,
2654,U001,200769623,WAL-MAR trust,2020-05-15 20:23:52.843750000,2020.0,1930829106.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAH4,12417.14,66,,,,26,4,2020,11,5,2020,26,4,2020,33,3016,0-15
2655,U001,200762301,C&S WH co,2020-04-21 05:58:02.074218750,2020.0,1930753153.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAC6,7889.32,66,,,,7,4,2020,22,4,2020,7,4,2020,25,429,
2656,U001,200780383,MEIJ co,2020-03-15 17:01:52.406250000,2020.0,1930594512.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,70314.76,66,,,,3,3,2020,18,3,2020,3,3,2020,19,1843,
2657,U001,200769623,WAL-MAR corp,2020-05-24 15:43:08.781250000,2020.0,1930857050.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAH4,8022.47,66,,,,5,5,2020,20,5,2020,5,5,2020,33,3010,0-15
2658,U001,200769623,WAL-MAR associates,2020-04-09 12:07:06.828125000,2020.0,1930693273.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,44777.63,66,,,,24,3,2020,8,4,2020,24,3,2020,33,3008,0-15
2659,U001,200769623,WAL-MAR ,2020-05-20 10:55:16.843750000,2020.0,1930851107.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,14728.56,66,,,,1,5,2020,16,5,2020,1,5,2020,33,3007,0-15
2660,U001,200726979,BJ'S  corporation,2020-03-29 15:41:11.125000000,2020.0,1930670281.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,625.96,66,,,,19,3,2020,3,4,2020,19,3,2020,19,315,
2661,U001,200762301,C&S WH systems,2020-05-08 19:42:15.578125000,2020.0,1930828110.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAC6,23747.29,66,,,,26,4,2020,11,5,2020,26,4,2020,25,435,
2662,U001,2013,KRAFT F systems,2020-05-09 06:07:20.500000000,2020.0,1930677009.0,2020-03-24 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAX2,337.9,66,,,,24,3,2020,24,3,2020,24,3,2020,65,1527,46-60
2663,U001,200726979,BJ'S  corp,2020-03-15 07:27:22.812500000,2020.0,1930593960.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,464.92,66,,,,4,3,2020,19,3,2020,4,3,2020,19,314,
2664,U001,200762301,C&S WH corporation,2020-03-07 07:59:22.750000000,2020.0,1930582220.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAC6,3090.13,66,,,,28,2,2020,14,3,2020,28,2,2020,25,431,
2665,U001,200418007,AM systems,2020-05-14 00:56:38.718750000,2020.0,1930794878.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,7789.64,66,,,,23,4,2020,8,5,2020,23,4,2020,19,99,0-15
2666,U001,200769623,WAL-MAR us,2020-05-04 23:40:07.554687500,2020.0,1930799311.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,60557.39,66,,,,19,4,2020,4,5,2020,19,4,2020,33,3017,0-15
2667,U001,200769623,WAL-MAR ,2020-04-06 13:05:30.093750000,2020.0,1930671300.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAH4,42318.87,66,,,,19,3,2020,3,4,2020,19,3,2020,33,3007,0-15
2668,U001,200762301,C&S WH corp,2020-04-05 21:15:27.210937500,2020.0,1930685081.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAC6,12900.75,66,,,,23,3,2020,7,4,2020,23,3,2020,25,430,
2669,U001,100001196,DOLLAR co,2020-04-09 22:58:50.937500000,2020.0,1930739182.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,3418.63,66,,,,7,4,2020,22,4,2020,7,4,2020,19,819,
2670,CA02,140104440,SO foundation,2020-05-07 02:05:04.375000000,2020.0,2960630264.0,2020-04-23 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,CA10,64644.439999999995,66,,,,23,4,2020,4,5,2020,24,4,2020,4,2568,0-15
2671,U001,200769623,WAL-MAR co,2020-04-01 02:03:35.921875000,2020.0,1930653568.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAH4,5226.82,66,,,,17,3,2020,1,4,2020,17,3,2020,33,3009,0-15
2672,U001,200752302,KROGER corporation,2020-05-06 18:34:26.445312500,2020.0,1930818190.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,46084.92,66,,,,23,4,2020,8,5,2020,23,4,2020,19,1574,
2673,U001,200148860,DOLLA foundation,2020-04-28 23:20:19.906250000,2020.0,1930799570.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,37666.96,66,,,,20,4,2020,5,5,2020,20,4,2020,19,811,
2674,U001,200759878,SA corporation,2020-04-20 20:51:02.757812500,2020.0,1930747438.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,15005.29,66,,,,5,4,2020,20,4,2020,5,4,2020,33,2396,0-15
2675,U001,200762301,C&S WH corporation,2020-05-02 19:16:20.312500000,2020.0,1930806248.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAC6,66047.84,66,,,,21,4,2020,6,5,2020,21,4,2020,25,431,
2676,U001,200769623,WAL-MAR associates,2020-04-02 12:14:14.843750000,2020.0,1930652252.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,23717.5,66,,,,15,3,2020,30,3,2020,15,3,2020,33,3008,0-15
2677,U001,200772670,ASSOCIAT trust,2020-04-11 14:50:42.546875000,2020.0,1930718071.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAU5,47285.23,66,,,,29,3,2020,13,4,2020,29,3,2020,47,182,
2678,U001,200759878,SA trust,2020-04-29 20:30:28.023437500,2020.0,1930777629.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,9934.62,66,,,,14,4,2020,29,4,2020,14,4,2020,33,2401,0-15
2679,U001,200769623,WAL-MAR us,2020-04-12 20:04:36.687500000,2020.0,1930691415.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,8871.71,66,,,,24,3,2020,8,4,2020,24,3,2020,33,3017,0-15
2680,U001,200790107,ROU ,2020-04-12 22:38:28.312500000,2020.0,1930692088.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAC6,55670.99,66,,,,24,3,2020,8,4,2020,24,3,2020,25,2366,0-15
2681,U001,200744019,TARG llc,2020-04-15 01:33:15.171875000,2020.0,1930730323.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,84998.58,66,,,,1,4,2020,16,4,2020,1,4,2020,19,2810,
2682,U001,200769623,WAL-MAR ,2020-05-19 14:30:59.312500000,2020.0,1930846815.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAH4,1414.69,66,,,,30,4,2020,15,5,2020,30,4,2020,33,3007,0-15
2683,U001,200418007,AM co,2020-04-14 10:26:35.234375000,2020.0,1930721279.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,78493.27,66,,,,31,3,2020,15,4,2020,31,3,2020,19,93,
2684,U001,200769623,WAL-MAR foundation,2020-03-23 18:24:53.062500000,2020.0,1930610462.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,19730.75,66,,,,6,3,2020,21,3,2020,6,3,2020,33,3012,0-15
2685,U001,200707822,PUBLI corp,2020-04-18 19:38:37.273437500,2020.0,1930723261.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,7720.03,66,,,,3,4,2020,18,4,2020,3,4,2020,19,2222,0-15
2686,U001,200707822,PUBLI associates,2020-04-10 21:24:32.343750000,2020.0,1930703899.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,64023.24,66,,,,30,3,2020,14,4,2020,30,3,2020,19,2220,
2687,U001,200794332,COST in,2020-03-19 05:37:46.562500000,2020.0,1930630336.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAAX,68412.39,66,,,,10,3,2020,25,3,2020,10,3,2020,21,621,
2688,U001,200799342,MITCH corp,2020-03-10 15:01:32.875000000,2020.0,1930577462.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,24131.48,66,,,,28,2,2020,14,3,2020,28,2,2020,19,1904,
2689,U001,200775094,SAVE M us,2020-03-29 07:31:29.843750000,2020.0,1930683103.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,64853.21,66,,,,20,3,2020,4,4,2020,20,3,2020,19,2430,
2690,U001,200794332,COST foundation,2020-04-21 20:15:07.531250000,2020.0,1930763689.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAAX,79709.92,66,,,,11,4,2020,26,4,2020,11,4,2020,21,620,
